+--------------------------+
| problem                  |
+---------------+----------+
| indicator     | value    |
+---------------+----------+
| noJobs        | 1000     | 
| noServices    | 1000     | 
| noShipments   | 0        | 
| fleetsize     | FINITE   | 
+--------------------------+
+----------------------------------------------------------+
| solution                                                 |
+---------------+------------------------------------------+
| indicator     | value                                    |
+---------------+------------------------------------------+
| costs         | 192013.9622587949                        | 
| noVehicles    | 75                                       | 
| unassgndJobs  | 314                                      | 
+----------------------------------------------------------+
+--------------------------------------------------------------------------------------------------------------------------------+
| detailed solution                                                                                                              |
+---------+----------------------+-----------------------+-----------------+-----------------+-----------------+-----------------+
| route   | vehicle              | activity              | job             | arrTime         | endTime         | costs           |
| 28      | 4_3_vehicle          | service               | 787             | 72              | 102             | 72              |
| 28      | 4_3_vehicle          | service               | 680             | 150             | 180             | 120             |
| 28      | 4_3_vehicle          | service               | 725             | 192             | 222             | 132             |
| 28      | 4_3_vehicle          | service               | 458             | 224             | 254             | 134             |
| 28      | 4_3_vehicle          | service               | 523             | 262             | 292             | 142             |
| 28      | 4_3_vehicle          | service               | 861             | 299             | 360             | 149             |
| 28      | 4_3_vehicle          | service               | 183             | 385             | 415             | 174             |
| 28      | 4_3_vehicle          | service               | 981             | 419             | 450             | 178             |
| 28      | 4_3_vehicle          | service               | 774             | 460             | 490             | 188             |
| 28      | 4_3_vehicle          | end                   | -               | 571             | undef           | 268             |
+---------+----------------------+-----------------------+-----------------+-----------------+-----------------+-----------------+
| 29      | 2_2_vehicle          | start                 | -               | undef           | 0               | 0               |
| 29      | 2_2_vehicle          | service               | 576             | 21              | 51              | 21              |
| 29      | 2_2_vehicle          | service               | 197             | 66              | 96              | 36              |
| 29      | 2_2_vehicle          | service               | 628             | 99              | 129             | 39              |
| 29      | 2_2_vehicle          | service               | 136             | 142             | 172             | 52              |
| 29      | 2_2_vehicle          | service               | 626             | 179             | 209             | 59              |
| 29      | 2_2_vehicle          | service               | 722             | 218             | 270             | 68              |
| 29      | 2_2_vehicle          | service               | 742             | 272             | 302             | 70              |
| 29      | 2_2_vehicle          | service               | 842             | 306             | 336             | 74              |
| 29      | 2_2_vehicle          | service               | 182             | 339             | 369             | 77              |
| 29      | 2_2_vehicle          | service               | 88              | 389             | 419             | 97              |
| 29      | 2_2_vehicle          | service               | 466             | 427             | 457             | 105             |
| 29      | 2_2_vehicle          | service               | 189             | 471             | 510             | 119             |
| 29      | 2_2_vehicle          | end                   | -               | 545             | undef           | 155             |
+---------+----------------------+-----------------------+-----------------+-----------------+-----------------+-----------------+
| 30      | 5_2_vehicle          | start                 | -               | undef           | 0               | 0               |
| 30      | 5_2_vehicle          | service               | 913             | 51              | 90              | 51              |
| 30      | 5_2_vehicle          | service               | 343             | 110             | 140             | 71              |
| 30      | 5_2_vehicle          | service               | 858             | 151             | 181             | 82              |
| 30      | 5_2_vehicle          | service               | 250             | 191             | 221             | 91              |
| 30      | 5_2_vehicle          | service               | 274             | 233             | 263             | 104             |
| 30      | 5_2_vehicle          | service               | 808             | 268             | 300             | 109             |
| 30      | 5_2_vehicle          | service               | 260             | 309             | 339             | 118             |
| 30      | 5_2_vehicle          | service               | 318             | 375             | 405             | 154             |
| 30      | 5_2_vehicle          | service               | 46              | 414             | 444             | 163             |
| 30      | 5_2_vehicle          | service               | 584             | 452             | 482             | 171             |
| 30      | 5_2_vehicle          | end                   | -               | 593             | undef           | 283             |
+---------+----------------------+-----------------------+-----------------+-----------------+-----------------+-----------------+
| 31      | 2_14_vehicle         | start                 | -               | undef           | 0               | 0               |
| 31      | 2_14_vehicle         | service               | 27              | 63              | 93              | 63              |
| 31      | 2_14_vehicle         | service               | 898             | 109             | 150             | 79              |
| 31      | 2_14_vehicle         | service               | 800             | 176             | 210             | 105             |
| 31      | 2_14_vehicle         | service               | 670             | 220             | 250             | 115             |
| 31      | 2_14_vehicle         | service               | 379             | 264             | 300             | 129             |
| 31      | 2_14_vehicle         | service               | 377             | 306             | 336             | 135             |
| 31      | 2_14_vehicle         | service               | 903             | 355             | 385             | 154             |
| 31      | 2_14_vehicle         | service               | 566             | 393             | 423             | 162             |
| 31      | 2_14_vehicle         | service               | 137             | 435             | 465             | 174             |
| 31      | 2_14_vehicle         | service               | 33              | 474             | 504             | 183             |
| 31      | 2_14_vehicle         | end                   | -               | 572             | undef           | 250             |
+---------+----------------------+-----------------------+-----------------+-----------------+-----------------+-----------------+
| 32      | 2_10_vehicle         | start                 | -               | undef           | 0               | 0               |
| 32      | 2_10_vehicle         | service               | 912             | 69              | 99              | 69              |
| 32      | 2_10_vehicle         | service               | 386             | 152             | 182             | 122             |
| 32      | 2_10_vehicle         | service               | 53              | 185             | 215             | 125             |
| 32      | 2_10_vehicle         | service               | 99              | 226             | 256             | 136             |
| 32      | 2_10_vehicle         | service               | 11              | 278             | 330             | 158             |
| 32      | 2_10_vehicle         | service               | 145             | 339             | 369             | 167             |
| 32      | 2_10_vehicle         | service               | 204             | 374             | 404             | 172             |
| 32      | 2_10_vehicle         | service               | 186             | 411             | 441             | 179             |
| 32      | 2_10_vehicle         | service               | 640             | 449             | 479             | 187             |
| 32      | 2_10_vehicle         | end                   | -               | 579             | undef           | 287             |
+---------+----------------------+-----------------------+-----------------+-----------------+-----------------+-----------------+
| 33      | 2_11_vehicle         | start                 | -               | undef           | 0               | 0               |
| 33      | 2_11_vehicle         | service               | 656             | 39              | 90              | 39              |
| 33      | 2_11_vehicle         | service               | 920             | 96              | 126             | 45              |
| 33      | 2_11_vehicle         | service               | 630             | 143             | 173             | 62              |
| 33      | 2_11_vehicle         | service               | 823             | 176             | 206             | 65              |
| 33      | 2_11_vehicle         | service               | 454             | 236             | 266             | 95              |
| 33      | 2_11_vehicle         | service               | 214             | 268             | 300             | 97              |
| 33      | 2_11_vehicle         | service               | 352             | 323             | 353             | 120             |
| 33      | 2_11_vehicle         | service               | 502             | 356             | 386             | 123             |
| 33      | 2_11_vehicle         | service               | 556             | 388             | 420             | 125             |
| 33      | 2_11_vehicle         | service               | 695             | 424             | 454             | 129             |
| 33      | 2_11_vehicle         | service               | 712             | 469             | 510             | 143             |
| 33      | 2_11_vehicle         | end                   | -               | 561             | undef           | 194             |
+---------+----------------------+-----------------------+-----------------+-----------------+-----------------+-----------------+
| 34      | 4_8_vehicle          | start                 | -               | undef           | 0               | 0               |
| 34      | 4_8_vehicle          | service               | 165             | 41              | 90              | 41              |
| 34      | 4_8_vehicle          | service               | 361             | 110             | 140             | 61              |
| 34      | 4_8_vehicle          | service               | 79              | 172             | 202             | 93              |
| 34      | 4_8_vehicle          | service               | 906             | 212             | 242             | 103             |
| 34      | 4_8_vehicle          | service               | 534             | 251             | 300             | 112             |
| 34      | 4_8_vehicle          | service               | 869             | 307             | 337             | 119             |
| 34      | 4_8_vehicle          | service               | 170             | 340             | 370             | 122             |
| 34      | 4_8_vehicle          | service               | 633             | 377             | 407             | 129             |
| 34      | 4_8_vehicle          | service               | 499             | 423             | 453             | 145             |
| 34      | 4_8_vehicle          | service               | 26              | 464             | 510             | 156             |
| 34      | 4_8_vehicle          | end                   | -               | 572             | undef           | 218             |
+---------+----------------------+-----------------------+-----------------+-----------------+-----------------+-----------------+
| 35      | 5_4_vehicle          | start                 | -               | undef           | 0               | 0               |
| 35      | 5_4_vehicle          | service               | 289             | 143             | 173             | 143             |
| 35      | 5_4_vehicle          | service               | 434             | 183             | 213             | 153             |
| 35      | 5_4_vehicle          | service               | 20              | 226             | 256             | 166             |
| 35      | 5_4_vehicle          | service               | 121             | 263             | 293             | 173             |
| 35      | 5_4_vehicle          | service               | 766             | 327             | 360             | 207             |
| 35      | 5_4_vehicle          | service               | 840             | 366             | 396             | 213             |
| 35      | 5_4_vehicle          | service               | 413             | 408             | 438             | 225             |
| 35      | 5_4_vehicle          | service               | 505             | 450             | 480             | 237             |
| 35      | 5_4_vehicle          | end                   | -               | 592             | undef           | 349             |
+---------+----------------------+-----------------------+-----------------+-----------------+-----------------+-----------------+
| 36      | 4_10_vehicle         | start                 | -               | undef           | 0               | 0               |
| 36      | 4_10_vehicle         | service               | 679             | 102             | 132             | 102             |
| 36      | 4_10_vehicle         | service               | 810             | 147             | 177             | 117             |
| 36      | 4_10_vehicle         | service               | 671             | 179             | 209             | 119             |
| 36      | 4_10_vehicle         | service               | 723             | 210             | 240             | 120             |
| 36      | 4_10_vehicle         | service               | 999             | 274             | 330             | 154             |
| 36      | 4_10_vehicle         | service               | 348             | 342             | 372             | 166             |
| 36      | 4_10_vehicle         | service               | 264             | 379             | 409             | 174             |
| 36      | 4_10_vehicle         | service               | 790             | 417             | 447             | 182             |
| 36      | 4_10_vehicle         | service               | 142             | 480             | 510             | 214             |
| 36      | 4_10_vehicle         | end                   | -               | 560             | undef           | 264             |
+---------+----------------------+-----------------------+-----------------+-----------------+-----------------+-----------------+
| 37      | 5_12_vehicle         | start                 | -               | undef           | 0               | 0               |
| 37      | 5_12_vehicle         | service               | 994             | 84              | 114             | 84              |
| 37      | 5_12_vehicle         | service               | 383             | 121             | 151             | 91              |
| 37      | 5_12_vehicle         | service               | 195             | 152             | 210             | 92              |
| 37      | 5_12_vehicle         | service               | 143             | 214             | 244             | 95              |
| 37      | 5_12_vehicle         | service               | 825             | 259             | 289             | 110             |
| 37      | 5_12_vehicle         | service               | 715             | 297             | 330             | 118             |
| 37      | 5_12_vehicle         | service               | 635             | 346             | 390             | 134             |
| 37      | 5_12_vehicle         | service               | 336             | 392             | 422             | 136             |
| 37      | 5_12_vehicle         | service               | 508             | 429             | 459             | 143             |
| 37      | 5_12_vehicle         | service               | 218             | 471             | 501             | 155             |
| 37      | 5_12_vehicle         | end                   | -               | 586             | undef           | 240             |
+---------+----------------------+-----------------------+-----------------+-----------------+-----------------+-----------------+
| 38      | 4_14_vehicle         | start                 | -               | undef           | 0               | 0               |
| 38      | 4_14_vehicle         | service               | 988             | 84              | 120             | 84              |
| 38      | 4_14_vehicle         | service               | 976             | 138             | 168             | 102             |
| 38      | 4_14_vehicle         | service               | 151             | 201             | 231             | 135             |
| 38      | 4_14_vehicle         | service               | 859             | 241             | 271             | 145             |
| 38      | 4_14_vehicle         | service               | 392             | 293             | 330             | 167             |
| 38      | 4_14_vehicle         | service               | 778             | 350             | 380             | 187             |
| 38      | 4_14_vehicle         | service               | 578             | 381             | 411             | 189             |
| 38      | 4_14_vehicle         | service               | 457             | 418             | 448             | 195             |
| 38      | 4_14_vehicle         | service               | 35              | 453             | 483             | 200             |
| 38      | 4_14_vehicle         | end                   | -               | 585             | undef           | 302             |
+---------+----------------------+-----------------------+-----------------+-----------------+-----------------+-----------------+
| 39      | 4_12_vehicle         | start                 | -               | undef           | 0               | 0               |
| 39      | 4_12_vehicle         | service               | 760             | 23              | 120             | 23              |
| 39      | 4_12_vehicle         | service               | 845             | 127             | 157             | 30              |
| 39      | 4_12_vehicle         | service               | 820             | 161             | 191             | 34              |
| 39      | 4_12_vehicle         | service               | 244             | 219             | 249             | 62              |
| 39      | 4_12_vehicle         | service               | 401             | 285             | 315             | 98              |
| 39      | 4_12_vehicle         | service               | 17              | 317             | 347             | 100             |
| 39      | 4_12_vehicle         | service               | 762             | 352             | 382             | 105             |
| 39      | 4_12_vehicle         | service               | 664             | 388             | 420             | 111             |
| 39      | 4_12_vehicle         | service               | 178             | 443             | 473             | 134             |
| 39      | 4_12_vehicle         | service               | 372             | 478             | 508             | 139             |
| 39      | 4_12_vehicle         | end                   | -               | 513             | undef           | 144             |
+---------+----------------------+-----------------------+-----------------+-----------------+-----------------+-----------------+
| 40      | 5_5_vehicle          | start                 | -               | undef           | 0               | 0               |
| 40      | 5_5_vehicle          | service               | 919             | 54              | 84              | 54              |
| 40      | 5_5_vehicle          | service               | 60              | 106             | 136             | 76              |
| 40      | 5_5_vehicle          | service               | 942             | 143             | 173             | 83              |
| 40      | 5_5_vehicle          | service               | 687             | 191             | 221             | 101             |
| 40      | 5_5_vehicle          | service               | 90              | 231             | 270             | 111             |
| 40      | 5_5_vehicle          | service               | 48              | 273             | 303             | 114             |
| 40      | 5_5_vehicle          | service               | 909             | 320             | 350             | 131             |
| 40      | 5_5_vehicle          | service               | 332             | 364             | 394             | 146             |
| 40      | 5_5_vehicle          | service               | 852             | 405             | 435             | 157             |
| 40      | 5_5_vehicle          | service               | 67              | 446             | 480             | 168             |
| 40      | 5_5_vehicle          | end                   | -               | 595             | undef           | 283             |
+---------+----------------------+-----------------------+-----------------+-----------------+-----------------+-----------------+
| 41      | 4_9_vehicle          | start                 | -               | undef           | 0               | 0               |
| 41      | 4_9_vehicle          | service               | 39              | 20              | 50              | 20              |
| 41      | 4_9_vehicle          | service               | 191             | 70              | 100             | 40              |
| 41      | 4_9_vehicle          | service               | 721             | 127             | 157             | 67              |
| 41      | 4_9_vehicle          | service               | 23              | 168             | 198             | 78              |
| 41      | 4_9_vehicle          | service               | 595             | 209             | 240             | 89              |
| 41      | 4_9_vehicle          | service               | 225             | 245             | 275             | 94              |
| 41      | 4_9_vehicle          | service               | 333             | 290             | 330             | 110             |
| 41      | 4_9_vehicle          | service               | 6               | 356             | 390             | 136             |
| 41      | 4_9_vehicle          | service               | 709             | 393             | 423             | 139             |
| 41      | 4_9_vehicle          | service               | 472             | 432             | 480             | 147             |
| 41      | 4_9_vehicle          | end                   | -               | 551             | undef           | 218             |
+---------+----------------------+-----------------------+-----------------+-----------------+-----------------+-----------------+
| 42      | 5_13_vehicle         | start                 | -               | undef           | 0               | 0               |
| 42      | 5_13_vehicle         | service               | 382             | 104             | 134             | 104             |
| 42      | 5_13_vehicle         | service               | 219             | 163             | 193             | 133             |
| 42      | 5_13_vehicle         | service               | 518             | 211             | 241             | 151             |
| 42      | 5_13_vehicle         | service               | 601             | 246             | 276             | 156             |
| 42      | 5_13_vehicle         | service               | 713             | 284             | 330             | 164             |
| 42      | 5_13_vehicle         | service               | 998             | 349             | 379             | 183             |
| 42      | 5_13_vehicle         | service               | 246             | 388             | 420             | 192             |
| 42      | 5_13_vehicle         | service               | 221             | 438             | 480             | 210             |
| 42      | 5_13_vehicle         | end                   | -               | 582             | undef           | 312             |
+---------+----------------------+-----------------------+-----------------+-----------------+-----------------+-----------------+
| 43      | 4_15_vehicle         | start                 | -               | undef           | 0               | 0               |
| 43      | 4_15_vehicle         | service               | 339             | 97              | 127             | 97              |
| 43      | 4_15_vehicle         | service               | 509             | 147             | 177             | 117             |
| 43      | 4_15_vehicle         | service               | 492             | 209             | 239             | 149             |
| 43      | 4_15_vehicle         | service               | 394             | 248             | 278             | 158             |
| 43      | 4_15_vehicle         | service               | 935             | 294             | 330             | 174             |
| 43      | 4_15_vehicle         | service               | 841             | 339             | 369             | 183             |
| 43      | 4_15_vehicle         | service               | 696             | 381             | 411             | 195             |
| 43      | 4_15_vehicle         | service               | 207             | 430             | 480             | 214             |
| 43      | 4_15_vehicle         | end                   | -               | 576             | undef           | 310             |
+---------+----------------------+-----------------------+-----------------+-----------------+-----------------+-----------------+
| 44      | 5_15_vehicle         | start                 | -               | undef           | 0               | 0               |
| 44      | 5_15_vehicle         | service               | 916             | 116             | 146             | 116             |
| 44      | 5_15_vehicle         | service               | 963             | 177             | 210             | 147             |
| 44      | 5_15_vehicle         | service               | 770             | 215             | 245             | 152             |
| 44      | 5_15_vehicle         | service               | 948             | 250             | 300             | 156             |
| 44      | 5_15_vehicle         | service               | 844             | 317             | 347             | 173             |
| 44      | 5_15_vehicle         | service               | 71              | 357             | 387             | 183             |
| 44      | 5_15_vehicle         | service               | 470             | 400             | 450             | 196             |
| 44      | 5_15_vehicle         | service               | 591             | 474             | 504             | 220             |
| 44      | 5_15_vehicle         | end                   | -               | 596             | undef           | 313             |
+---------+----------------------+-----------------------+-----------------+-----------------+-----------------+-----------------+
| 45      | 5_10_vehicle         | start                 | -               | undef           | 0               | 0               |
| 45      | 5_10_vehicle         | service               | 504             | 40              | 90              | 40              |
| 45      | 5_10_vehicle         | service               | 851             | 102             | 132             | 53              |
| 45      | 5_10_vehicle         | service               | 667             | 138             | 180             | 58              |
| 45      | 5_10_vehicle         | service               | 98              | 197             | 240             | 75              |
| 45      | 5_10_vehicle         | service               | 730             | 244             | 274             | 80              |
| 45      | 5_10_vehicle         | service               | 973             | 281             | 311             | 87              |
| 45      | 5_10_vehicle         | service               | 101             | 324             | 360             | 99              |
| 45      | 5_10_vehicle         | service               | 159             | 368             | 398             | 107             |
| 45      | 5_10_vehicle         | service               | 138             | 419             | 450             | 128             |
| 45      | 5_10_vehicle         | service               | 187             | 479             | 510             | 157             |
| 45      | 5_10_vehicle         | end                   | -               | 541             | undef           | 188             |
+---------+----------------------+-----------------------+-----------------+-----------------+-----------------+-----------------+
| 46      | 4_4_vehicle          | start                 | -               | undef           | 0               | 0               |
| 46      | 4_4_vehicle          | service               | 427             | 133             | 163             | 133             |
| 46      | 4_4_vehicle          | service               | 849             | 170             | 200             | 140             |
| 46      | 4_4_vehicle          | service               | 571             | 219             | 249             | 159             |
| 46      | 4_4_vehicle          | service               | 447             | 260             | 290             | 170             |
| 46      | 4_4_vehicle          | service               | 685             | 300             | 330             | 180             |
| 46      | 4_4_vehicle          | service               | 864             | 340             | 390             | 190             |
| 46      | 4_4_vehicle          | service               | 80              | 401             | 431             | 201             |
| 46      | 4_4_vehicle          | service               | 891             | 443             | 480             | 213             |
| 46      | 4_4_vehicle          | end                   | -               | 597             | undef           | 330             |
+---------+----------------------+-----------------------+-----------------+-----------------+-----------------+-----------------+
| 47      | 5_14_vehicle         | start                 | -               | undef           | 0               | 0               |
| 47      | 5_14_vehicle         | service               | 714             | 50              | 80              | 50              |
| 47      | 5_14_vehicle         | service               | 729             | 83              | 120             | 53              |
| 47      | 5_14_vehicle         | service               | 834             | 124             | 154             | 57              |
| 47      | 5_14_vehicle         | service               | 251             | 172             | 202             | 76              |
| 47      | 5_14_vehicle         | service               | 42              | 207             | 240             | 80              |
| 47      | 5_14_vehicle         | service               | 357             | 247             | 277             | 87              |
| 47      | 5_14_vehicle         | service               | 876             | 297             | 327             | 107             |
| 47      | 5_14_vehicle         | service               | 951             | 344             | 374             | 124             |
| 47      | 5_14_vehicle         | service               | 901             | 384             | 420             | 135             |
| 47      | 5_14_vehicle         | service               | 739             | 434             | 464             | 148             |
| 47      | 5_14_vehicle         | service               | 96              | 477             | 510             | 162             |
| 47      | 5_14_vehicle         | end                   | -               | 553             | undef           | 205             |
+---------+----------------------+-----------------------+-----------------+-----------------+-----------------+-----------------+
| 48      | 4_7_vehicle          | start                 | -               | undef           | 0               | 0               |
| 48      | 4_7_vehicle          | service               | 120             | 32              | 90              | 32              |
| 48      | 4_7_vehicle          | service               | 686             | 104             | 134             | 45              |
| 48      | 4_7_vehicle          | service               | 747             | 151             | 181             | 62              |
| 48      | 4_7_vehicle          | service               | 786             | 195             | 225             | 77              |
| 48      | 4_7_vehicle          | service               | 474             | 234             | 270             | 85              |
| 48      | 4_7_vehicle          | service               | 675             | 276             | 306             | 92              |
| 48      | 4_7_vehicle          | service               | 819             | 312             | 342             | 98              |
| 48      | 4_7_vehicle          | service               | 886             | 366             | 396             | 122             |
| 48      | 4_7_vehicle          | service               | 757             | 411             | 450             | 137             |
| 48      | 4_7_vehicle          | service               | 169             | 477             | 510             | 164             |
| 48      | 4_7_vehicle          | end                   | -               | 569             | undef           | 223             |
+---------+----------------------+-----------------------+-----------------+-----------------+-----------------+-----------------+
| 49      | 5_6_vehicle          | start                 | -               | undef           | 0               | 0               |
| 49      | 5_6_vehicle          | service               | 117             | 56              | 90              | 56              |
| 49      | 5_6_vehicle          | service               | 588             | 103             | 150             | 69              |
| 49      | 5_6_vehicle          | service               | 546             | 163             | 193             | 82              |
| 49      | 5_6_vehicle          | service               | 287             | 199             | 229             | 88              |
| 49      | 5_6_vehicle          | service               | 490             | 248             | 278             | 107             |
| 49      | 5_6_vehicle          | service               | 779             | 294             | 324             | 124             |
| 49      | 5_6_vehicle          | service               | 360             | 337             | 367             | 137             |
| 49      | 5_6_vehicle          | service               | 21              | 368             | 398             | 138             |
| 49      | 5_6_vehicle          | service               | 0               | 416             | 450             | 156             |
| 49      | 5_6_vehicle          | service               | 881             | 464             | 494             | 170             |
| 49      | 5_6_vehicle          | end                   | -               | 561             | undef           | 236             |
+---------+----------------------+-----------------------+-----------------+-----------------+-----------------+-----------------+
| 50      | 4_1_vehicle          | start                 | -               | undef           | 0               | 0               |
| 50      | 4_1_vehicle          | service               | 417             | 33              | 120             | 33              |
| 50      | 4_1_vehicle          | service               | 456             | 159             | 189             | 72              |
| 50      | 4_1_vehicle          | service               | 650             | 198             | 270             | 81              |
| 50      | 4_1_vehicle          | service               | 30              | 285             | 330             | 96              |
| 50      | 4_1_vehicle          | service               | 222             | 344             | 374             | 111             |
| 50      | 4_1_vehicle          | service               | 209             | 382             | 420             | 119             |
| 50      | 4_1_vehicle          | service               | 62              | 429             | 459             | 127             |
| 50      | 4_1_vehicle          | service               | 636             | 478             | 508             | 147             |
| 50      | 4_1_vehicle          | end                   | -               | 543             | undef           | 182             |
+---------+----------------------+-----------------------+-----------------+-----------------+-----------------+-----------------+
| 51      | 4_6_vehicle          | start                 | -               | undef           | 0               | 0               |
| 51      | 4_6_vehicle          | service               | 627             | 93              | 123             | 93              |
| 51      | 4_6_vehicle          | service               | 28              | 135             | 165             | 105             |
| 51      | 4_6_vehicle          | service               | 233             | 172             | 202             | 112             |
| 51      | 4_6_vehicle          | service               | 173             | 208             | 238             | 118             |
| 51      | 4_6_vehicle          | service               | 506             | 245             | 275             | 125             |
| 51      | 4_6_vehicle          | service               | 422             | 279             | 309             | 129             |
| 51      | 4_6_vehicle          | service               | 659             | 321             | 390             | 141             |
| 51      | 4_6_vehicle          | service               | 540             | 399             | 429             | 150             |
| 51      | 4_6_vehicle          | service               | 857             | 475             | 510             | 196             |
| 51      | 4_6_vehicle          | end                   | -               | 580             | undef           | 266             |
+---------+----------------------+-----------------------+-----------------+-----------------+-----------------+-----------------+
| 52      | 1_8_vehicle          | start                 | -               | undef           | 0               | 0               |
| 52      | 1_8_vehicle          | service               | 780             | 85              | 115             | 85              |
| 52      | 1_8_vehicle          | service               | 253             | 118             | 148             | 88              |
| 52      | 1_8_vehicle          | service               | 5               | 187             | 240             | 127             |
| 52      | 1_8_vehicle          | service               | 213             | 296             | 330             | 183             |
| 52      | 1_8_vehicle          | service               | 124             | 335             | 365             | 188             |
| 52      | 1_8_vehicle          | service               | 904             | 380             | 420             | 203             |
| 52      | 1_8_vehicle          | service               | 179             | 434             | 464             | 217             |
| 52      | 1_8_vehicle          | service               | 77              | 476             | 510             | 229             |
| 52      | 1_8_vehicle          | end                   | -               | 537             | undef           | 256             |
+---------+----------------------+-----------------------+-----------------+-----------------+-----------------+-----------------+
| 53      | 1_12_vehicle         | start                 | -               | undef           | 0               | 0               |
| 53      | 1_12_vehicle         | service               | 133             | 126             | 156             | 126             |
| 53      | 1_12_vehicle         | service               | 252             | 167             | 197             | 137             |
| 53      | 1_12_vehicle         | service               | 97              | 213             | 243             | 153             |
| 53      | 1_12_vehicle         | service               | 691             | 257             | 287             | 167             |
| 53      | 1_12_vehicle         | service               | 829             | 296             | 326             | 176             |
| 53      | 1_12_vehicle         | service               | 835             | 338             | 368             | 188             |
| 53      | 1_12_vehicle         | service               | 58              | 373             | 403             | 193             |
| 53      | 1_12_vehicle         | service               | 843             | 431             | 461             | 221             |
| 53      | 1_12_vehicle         | end                   | -               | 598             | undef           | 358             |
+---------+----------------------+-----------------------+-----------------+-----------------+-----------------+-----------------+
| 54      | 1_9_vehicle          | start                 | -               | undef           | 0               | 0               |
| 54      | 1_9_vehicle          | service               | 536             | 80              | 110             | 80              |
| 54      | 1_9_vehicle          | service               | 526             | 119             | 150             | 89              |
| 54      | 1_9_vehicle          | service               | 794             | 167             | 197             | 106             |
| 54      | 1_9_vehicle          | service               | 56              | 198             | 228             | 107             |
| 54      | 1_9_vehicle          | service               | 602             | 245             | 300             | 124             |
| 54      | 1_9_vehicle          | service               | 299             | 308             | 338             | 132             |
| 54      | 1_9_vehicle          | service               | 220             | 349             | 379             | 143             |
| 54      | 1_9_vehicle          | service               | 469             | 396             | 426             | 160             |
| 54      | 1_9_vehicle          | service               | 803             | 443             | 473             | 177             |
| 54      | 1_9_vehicle          | service               | 464             | 478             | 510             | 181             |
| 54      | 1_9_vehicle          | end                   | -               | 549             | undef           | 220             |
+---------+----------------------+-----------------------+-----------------+-----------------+-----------------+-----------------+
| 55      | 1_6_vehicle          | start                 | -               | undef           | 0               | 0               |
| 55      | 1_6_vehicle          | service               | 772             | 28              | 90              | 28              |
| 55      | 1_6_vehicle          | service               | 249             | 107             | 137             | 46              |
| 55      | 1_6_vehicle          | service               | 582             | 163             | 193             | 72              |
| 55      | 1_6_vehicle          | service               | 922             | 195             | 225             | 74              |
| 55      | 1_6_vehicle          | service               | 666             | 254             | 284             | 102             |
| 55      | 1_6_vehicle          | service               | 298             | 293             | 323             | 111             |
| 55      | 1_6_vehicle          | service               | 838             | 327             | 360             | 115             |
| 55      | 1_6_vehicle          | service               | 144             | 366             | 396             | 121             |
| 55      | 1_6_vehicle          | service               | 130             | 399             | 429             | 124             |
| 55      | 1_6_vehicle          | service               | 738             | 461             | 510             | 156             |
| 55      | 1_6_vehicle          | end                   | -               | 591             | undef           | 237             |
+---------+----------------------+-----------------------+-----------------+-----------------+-----------------+-----------------+
| 56      | 1_14_vehicle         | start                 | -               | undef           | 0               | 0               |
| 56      | 1_14_vehicle         | service               | 319             | 25              | 90              | 25              |
| 56      | 1_14_vehicle         | service               | 494             | 109             | 150             | 44              |
| 56      | 1_14_vehicle         | service               | 911             | 175             | 205             | 69              |
| 56      | 1_14_vehicle         | service               | 585             | 228             | 258             | 92              |
| 56      | 1_14_vehicle         | service               | 177             | 261             | 291             | 95              |
| 56      | 1_14_vehicle         | service               | 934             | 302             | 332             | 106             |
| 56      | 1_14_vehicle         | service               | 977             | 347             | 377             | 121             |
| 56      | 1_14_vehicle         | service               | 645             | 387             | 417             | 130             |
| 56      | 1_14_vehicle         | service               | 8               | 418             | 450             | 131             |
| 56      | 1_14_vehicle         | service               | 43              | 467             | 497             | 148             |
| 56      | 1_14_vehicle         | end                   | -               | 540             | undef           | 191             |
+---------+----------------------+-----------------------+-----------------+-----------------+-----------------+-----------------+
| 57      | 1_11_vehicle         | start                 | -               | undef           | 0               | 0               |
| 57      | 1_11_vehicle         | service               | 480             | 23              | 120             | 23              |
| 57      | 1_11_vehicle         | service               | 489             | 141             | 171             | 44              |
| 57      | 1_11_vehicle         | service               | 568             | 176             | 210             | 49              |
| 57      | 1_11_vehicle         | service               | 317             | 218             | 248             | 58              |
| 57      | 1_11_vehicle         | service               | 917             | 265             | 295             | 75              |
| 57      | 1_11_vehicle         | service               | 996             | 313             | 343             | 92              |
| 57      | 1_11_vehicle         | service               | 809             | 345             | 375             | 94              |
| 57      | 1_11_vehicle         | service               | 931             | 385             | 420             | 105             |
| 57      | 1_11_vehicle         | service               | 662             | 436             | 480             | 121             |
| 57      | 1_11_vehicle         | end                   | -               | 510             | undef           | 151             |
+---------+----------------------+-----------------------+-----------------+-----------------+-----------------+-----------------+
| 58      | 1_7_vehicle          | start                 | -               | undef           | 0               | 0               |
| 58      | 1_7_vehicle          | service               | 975             | 76              | 106             | 76              |
| 58      | 1_7_vehicle          | service               | 519             | 127             | 157             | 97              |
| 58      | 1_7_vehicle          | service               | 85              | 179             | 240             | 119             |
| 58      | 1_7_vehicle          | service               | 450             | 261             | 300             | 141             |
| 58      | 1_7_vehicle          | service               | 681             | 322             | 352             | 163             |
| 58      | 1_7_vehicle          | service               | 132             | 359             | 390             | 170             |
| 58      | 1_7_vehicle          | service               | 914             | 415             | 445             | 194             |
